   738,    3.776,    2.364,    2.624,  -1.6865e+01, EL1
   211,    4.248,    0.873,    2.375,  -1.6854e+01, EL1
   211,    3.987,    0.872,    2.256,  -1.6840e+01, EL1
    25,   11.025,   19.606,    4.508,  -1.6815e+01, EL3
   127,   10.129,    0.394,    5.062,  -1.6815e+01, EL3
   739,    3.571,    2.364,    2.546,  -1.6728e+01, EL1
   740,    2.817,    2.331,    2.246,  -1.6714e+01, EL1
   714,   16.229,   17.630,    2.624,  -1.6703e+01, EL1
   738,    4.054,    2.362,    2.730,  -1.6702e+01, EL1
   715,   16.718,   17.635,    2.436,  -1.6689e+01, EL1
